nombre,cluster,calorias,proteina,grasa_total,carbohidratos,fibra
"Menta verde, seca",5,285,19.93,6.0,52.04,29.8
"Menta verde, fresca",12,44,3.29,0.7,8.41,6.8
Tamales (Navajo),12,153,6.28,6.1,18.12,3.1
"Salvado de arroz, crudo",5,316,13.35,21.0,49.69,21.0
"Harina de centeno, ligera",2,357,9.82,1.3,76.68,8.0
"Especias, laurel",5,313,7.61,8.4,74.97,26.3
"Especias, cardamomo",5,311,10.76,6.7,68.47,28.0
"Jugo de limón, crudo",0,22,0.35,0.2,6.9,0.3
"Raíz de jengibre, cruda",0,80,1.82,0.8,17.77,2.0
"aceite de pescado, salmón",16,902,0.0,100.0,0.0,0.0
"Pescado, ensalada de atún",13,187,16.04,9.3,9.41,0.0
"Cáscara de naranja, cruda",12,97,1.5,0.2,25.0,10.6
"Arándanos, crudos",0,57,0.74,0.3,14.49,2.4
"Queso, muenster",1,368,23.41,30.0,1.12,0.0
"Hojas de remolacha, crudas",0,22,2.2,0.1,4.33,3.7
"queso, cheshire",1,387,23.37,31.0,4.78,0.0
"Bagels, salvado de avena",10,255,10.7,1.2,53.3,3.6
"Grasa, sebo de res",16,902,0.0,100.0,0.0,0.0
"Clementinas, crudas",0,47,0.85,0.2,12.02,1.7
"Guisantes, crudos, verdes",12,81,5.42,0.4,14.45,5.7
"Salvado de avena, cocido",0,40,3.21,0.9,11.44,2.6
"Peras, bosc, crudas",0,67,0.36,0.1,16.1,3.1
Azúcar turbinado,18,399,0.0,0.0,99.8,0.0
"Queso de cabeza, cerdo",13,157,13.83,11.0,0.0,0.0
Ensalada de jamón para untar,14,216,8.68,16.0,10.64,0.0
"Pan de oliva, cerdo",14,235,11.8,17.0,9.2,0.0
"pastrami, pavo",13,139,16.3,6.2,3.34,0.1
"Arándanos, crudos",0,46,0.46,0.1,11.97,3.6
"POPEYES, galleta",6,401,6.0,24.0,40.95,3.8
"Huevo, seco, yema",9,669,33.63,59.0,0.66,0.0
"Quinua, cruda",2,368,14.12,6.1,64.16,7.0
"Emú, crudo, ostra",13,141,22.81,4.9,0.0,0.0
"Manzanas rosadas, crudas",0,25,0.6,0.3,5.7,0.0
"queso, monterrey",1,373,24.48,30.0,0.68,0.0
"Pescado, crudo, scup",13,105,18.88,2.7,0.0,0.0
"Queso, cheddar",1,404,22.87,33.0,3.09,0.0
"Queso, alcaravea",11,376,25.18,29.0,3.06,0.0
"Aceite, germen de trigo",16,884,0.0,100.0,0.0,0.0
"Pan, salvado de avena",10,236,10.4,4.4,39.8,4.5
"Sandía, cruda",0,30,0.61,0.2,7.55,0.4
Pasteles de papa,14,268,6.08,15.0,27.81,3.3
soufflé de espinacas,14,172,7.89,13.0,5.9,0.7
"Tocino, sin carne",1,309,11.69,30.0,5.31,2.6
"Romero, fresco",12,131,3.31,5.9,20.7,14.1
"Jarabes, sorgo",18,290,0.0,0.0,74.9,0.0
"harina de centeno, oscura",5,325,15.91,2.2,68.63,23.8
"aceite, semilla de tomate",16,884,0.0,100.0,0.0,0.0
"Crutones, simples",2,407,11.9,6.6,73.5,5.1
"Cáscara de limón, cruda",12,47,1.5,0.3,16.0,10.6
"Especias, pimentón",17,282,14.14,13.0,53.99,34.9
"Nectarinas, crudas",0,44,1.06,0.3,10.55,1.7
"moras, crudas",0,43,1.44,0.4,9.8,1.7
"Raíz de loto, cruda",12,74,2.6,0.1,17.23,4.9
"Salsa, barbacoa",10,172,0.82,0.6,40.77,0.9
"Pescado, crudo, spot",13,123,18.51,4.9,0.0,0.0
"Manzanas silvestres, crudas",0,76,0.4,0.3,19.95,0.0
"Fruta del pan, cruda",12,103,1.07,0.2,27.12,4.9
harina de arrurruz,18,357,0.3,0.1,88.15,3.4
"Pimiento, enlatado",0,23,1.1,0.3,5.1,1.9
"Tomatillos, crudos",0,32,0.96,1.0,5.84,1.9
"Pasas, sin semillas",2,296,2.52,0.5,78.47,6.8
"Bolonia, Turquía",14,209,11.42,16.0,4.68,0.5
Extracto de vainilla,0,288,0.06,0.1,12.65,0.0
"Pescado, crudo, carpa",13,127,17.83,5.6,0.0,0.0
"Trigo, germinado",10,198,7.49,1.3,42.53,1.1
"Pescado, crudo, nabo",13,87,18.99,0.7,0.0,0.0
"Berros, crudos",0,11,2.3,0.1,1.29,0.5
"Pescado, crudo, maruca",13,87,18.99,0.6,0.0,0.0
"pan, canela",10,253,7.05,5.3,44.38,3.5
"Especias, azafrán",2,310,11.43,5.9,65.37,3.9
"Jugo de lima, crudo",0,25,0.42,0.1,8.42,0.4
"Espelta, cruda",19,338,14.57,2.4,70.19,10.7
"repollo, kimchi",0,15,1.1,0.5,2.4,1.6
"Semillas, linaza",5,534,18.29,42.0,28.88,27.3
"Queso, gruyere",11,413,29.81,32.0,0.36,0.0
"Queso, gjetost",6,466,9.65,30.0,42.65,0.0
Queso fontina,1,389,25.6,31.0,1.55,0.0
"Mantequilla, salada",3,717,0.85,81.0,0.06,0.0
"Aceite, salvado de arroz",16,884,0.0,100.0,0.0,0.0
"galletas, leche",6,446,7.6,14.0,71.73,3.4
"Dátiles, medjool",2,277,1.81,0.2,74.97,6.7
"Arrurruz, crudo",0,65,4.24,0.2,13.39,1.3
"pan, avena",10,269,8.4,4.4,48.5,4.0
"pan, italiano",10,271,8.8,3.5,50.1,3.2
"Tamarindos, crudos",10,239,2.8,0.6,62.5,5.1
Mijo inflado,18,354,13.0,3.4,80.0,2.7
"vinagre, sidra",0,21,0.0,0.0,0.93,0.0
"Scrapple, cerdo",14,213,8.06,14.0,14.06,0.3
"aceite, semilla de amapola",16,884,0.0,100.0,0.0,0.0
"aceite, semilla de uva",16,884,0.0,100.0,0.0,0.0
"Longanos, secos",18,286,4.9,0.4,74.0,0.0
"Pectina, líquida",0,11,0.0,0.0,2.1,2.1
"Pretzels, suaves",18,338,8.2,3.1,69.39,1.7
"Quinua, cocida",0,120,4.4,1.9,21.3,2.8
"plátanos, crudos",0,122,1.3,0.4,31.89,2.3
"perejil, fresco",0,36,2.97,0.8,6.33,3.3
"Cebada, descascarada",19,354,12.48,2.3,73.48,17.3
Queso romano,11,387,31.8,27.0,3.63,0.0
Dulce de leche,10,315,6.84,7.4,55.35,0.0
"Achicoria, cruda",0,23,1.43,0.3,4.48,0.9
"Bulgur, cocido",12,83,3.08,0.2,18.58,4.5
"Tempeh, cocido",13,195,19.91,11.0,7.62,0.0
Crema de pollo,11,158,18.01,18.0,4.05,0.3
"mijo, cocido",0,119,3.51,1.0,23.67,1.3
"Alcaparras, enlatadas",0,23,2.36,0.9,4.89,3.2
"Zapote, crudo",12,83,0.44,1.1,19.96,5.3
"Arroz salvaje, crudo",2,357,14.73,1.1,74.9,6.2
"Punta de flecha, cruda",0,99,5.33,0.3,20.23,0.0
"Ancas de rana, crudas",13,73,16.4,0.3,0.0,0.0
"Yaca, cruda",0,95,1.72,0.6,23.25,1.5
"Lichis, secos",2,277,3.8,1.2,70.7,4.6
"Rutabagas, crudas",0,37,1.08,0.2,8.62,2.3
"Ensalada de maíz, cruda",0,21,2.0,0.4,3.6,0.0
"strudel, manzana",10,274,3.3,11.0,41.1,2.2
Aceite de cupu assu,16,884,0.0,100.0,0.0,0.0
"Chirimoya, cruda",0,75,1.57,0.7,17.71,3.0
"Queso, tilsit",11,340,24.41,26.0,1.88,0.0
"Espárragos, crudos",0,20,2.2,0.1,3.88,2.1
"Albaricoques, crudos",0,48,1.4,0.4,11.12,2.0
"Brócoli, crudo",0,34,2.82,0.4,6.64,2.6
"Queso, ladrillo",1,371,23.24,30.0,2.79,0.0
"Azúcares, morenos",18,380,0.12,0.0,98.09,0.0
Fruta confitada,18,322,0.34,0.1,82.74,1.6
"Bolonia, ternera",1,299,10.91,26.0,4.29,0.0
Morcilla,1,379,14.6,35.0,1.29,0.0
"nueces, almendras",9,579,21.15,50.0,21.55,12.5
"chalotes, crudos",0,72,2.5,0.1,16.8,3.2
"Cuscús, seco",2,376,12.76,0.6,77.43,5.0
Caramelos duros,18,394,0.0,0.2,98.0,0.0
extensor de carne,8,311,41.71,3.0,34.71,17.5
Jarabes de arce,18,260,0.04,0.1,67.04,0.0
grano de sorgo,2,329,10.62,3.5,72.09,6.7
"aceite, avellana",16,884,0.0,100.0,0.0,0.0
"Pepeao, seco",18,298,4.82,0.4,81.03,0.0
"Verdolaga, cruda",0,20,2.03,0.4,3.39,0.0
"Rábanos, crudos",0,16,0.68,0.1,3.4,1.6
"Rollos, francés",10,277,8.6,4.3,50.2,3.2
"panecillos, trigo",10,250,10.2,1.5,48.89,4.1
Ensalada de col Kfc,0,144,0.91,8.6,15.65,2.0
"Chirivías, crudas",12,75,1.2,0.3,17.99,4.9
"Azúcares, arce",18,354,0.1,0.2,90.9,0.0
"Coles, crudas",0,32,3.02,0.6,5.42,4.0
Galletas de arroz,18,416,10.0,5.0,82.64,0.0
"queso, colby",1,394,23.76,32.0,2.57,0.0
Queso crema,1,350,6.15,34.0,5.52,0.0
"Bolonia, cerdo",11,247,15.3,20.0,0.73,0.0
"Apio nabo, crudo",0,42,1.5,0.3,9.2,1.8
"Kumquats, crudos",12,71,1.88,0.9,15.9,6.5
"Salvado de avena, crudo",19,246,17.3,7.0,66.22,15.4
"espelta, cocida",12,127,5.5,0.9,26.44,3.9
Pan de queso,6,408,10.42,21.0,44.83,2.1
"pan, patata",10,266,12.5,3.1,47.07,6.3
"Colinabo, crudo",0,27,1.7,0.1,6.2,3.6
"Queso, suizo",1,393,26.96,31.0,1.44,0.0
Queso gouda,11,356,24.94,27.0,2.22,0.0
Tomate en polvo,19,302,12.91,0.4,74.68,16.5
"Queso, azul",1,353,21.4,29.0,2.34,0.0
"Queso, brie",1,334,20.75,28.0,0.45,0.0
"Celtuce, cruda",0,18,0.85,0.3,3.65,1.7
tomillo fresco,12,101,5.56,1.7,24.45,14.0
"Albahaca, fresca",0,23,3.15,0.6,2.65,1.6
"Ruibarbo, crudo",0,21,0.9,0.2,4.54,1.8
"Nopales, crudos",0,16,1.32,0.1,3.33,2.2
"Jarabes, malta",18,318,6.2,0.0,71.3,0.0
"Aceite, burlado",16,884,0.0,100.0,0.0,0.0
aceite de maní,16,884,0.0,100.0,0.0,0.0
"aceite, babasú",16,884,0.0,100.0,0.0,0.0
"Longanos, crudos",0,60,1.31,0.1,15.14,1.1
"Nísperos, crudos",0,47,0.43,0.2,12.14,1.7
"Epazote, crudo",0,32,0.33,0.5,7.44,3.8
"Calabaza, cruda",0,26,1.0,0.1,6.5,0.5
"Zanahorias, crudas",0,41,0.93,0.2,9.58,2.8
"pescado, surimi",13,99,15.18,0.9,6.85,0.0
"Repollo, crudo",0,25,1.28,0.1,5.8,2.5
"Cardo, crudo",0,17,0.7,0.1,4.07,1.6
"Abiyuch, crudo",12,69,1.5,0.1,17.6,5.3
Pan de trigo,10,267,10.72,3.2,48.68,4.0
"queso, edam",11,357,24.99,28.0,1.43,0.0
queso feta,11,264,14.21,21.0,4.09,0.0
"Pomelo, crudo",0,38,0.76,0.0,9.62,1.0
"Membrillos, crudos",0,57,0.4,0.1,15.3,1.9
harina de galleta,18,383,9.3,1.7,80.9,2.6
"Roselle, cruda",0,49,0.96,0.6,11.31,0.0
"guanábana, cruda",0,66,1.0,0.3,16.84,3.3
"aceite, coco",16,892,0.0,99.0,0.0,0.0
trigo duro,18,339,13.68,2.5,71.13,0.0
"KFC, galleta",10,358,7.5,17.0,43.55,2.0
harina de mijo,18,382,10.75,4.3,75.12,3.5
"Rúcula, cruda",0,25,2.58,0.7,3.65,1.6
Harina de papa,2,357,6.9,0.3,83.1,5.9
"Lichis, crudos",0,66,0.83,0.4,16.53,1.3
"Teff, cocido",0,101,3.87,0.7,19.86,2.8
"Espinacas, crudas",0,23,2.86,0.4,3.63,2.2
"aceite, mostaza",16,884,0.0,100.0,0.0,0.0
"aceite, aguacate",16,884,0.0,100.0,0.0,0.0
Masa de hojaldre,10,299,7.1,6.0,52.6,1.9
"Lentejas, crudas",8,352,24.63,1.1,63.35,10.7
"grasa, pollo",16,900,0.0,100.0,0.0,0.0
"Yuca, cruda",10,160,1.36,0.3,38.06,1.8
"Nabos, crudos",0,28,0.9,0.1,6.43,1.8
"Plátanos, crudos",0,89,1.09,0.3,22.84,2.6
"Papayas, crudas",0,43,0.47,0.3,10.82,1.7
jarabe de frutas,18,341,0.0,0.0,85.13,0.1
"cebollino, crudo",0,30,3.27,0.7,4.35,2.5
harina de algarroba,17,222,4.62,0.7,88.88,39.8
puré de ciruelas pasas,10,257,2.1,0.2,65.1,3.3
"sal, mesa",0,0,0.0,0.0,0.0,0.0
Chicle,18,360,0.0,0.3,96.7,2.4
"Grasa, pavo",16,900,0.0,100.0,0.0,0.0
Tofu frito,11,270,18.82,20.0,8.86,3.9
"Borraja, cruda",0,21,1.8,0.7,3.06,0.0
"Mangos, crudos",0,60,0.82,0.4,14.98,1.6
"Ajo, crudo",10,149,6.36,0.5,33.06,2.1
"Escarola, cruda",0,17,1.25,0.2,3.35,3.1
yogur de tofu,0,94,3.5,1.8,15.96,0.2
"Apio, crudo",0,16,0.69,0.2,2.97,1.6
"panecillos, huevo",10,278,10.6,2.1,53.0,2.3
"Bulgur, seco",19,342,12.29,1.3,75.87,12.5
"Feijoa, cruda",12,61,0.71,0.4,15.21,6.4
"mijo, crudo",2,378,11.02,4.2,72.85,8.5
"Jamón, picado",11,263,16.28,21.0,1.84,0.0
"aceite, almendra",16,884,0.0,100.0,0.0,0.0
"aceite, nuez",16,884,0.0,100.0,0.0,0.0
"Azufaifa, cruda",0,79,1.2,0.2,20.23,0.0
"aceite, canola",16,884,0.0,100.0,0.0,0.0
"Jarabe, Caña",18,269,0.0,0.0,73.14,0.0
"Cebollas, crudas",0,40,1.1,0.1,9.34,1.7
Barra Clif Z,2,409,5.55,9.7,74.72,8.3
caldo de pescado,0,16,2.0,0.6,0.4,0.0
"gordo, ganso",16,900,0.0,100.0,0.0,0.0
"pan, centeno",10,259,8.5,3.3,48.3,5.8
"Papaya, cruda",10,150,4.6,1.8,31.68,0.0
"Limas, crudas",0,30,0.7,0.2,10.54,2.8
pastel de durazno,10,224,1.9,10.0,32.9,0.8
"Peras, crudas",0,57,0.36,0.1,15.23,3.1
"Ciruelas, crudas",0,46,0.7,0.3,11.42,1.4
"Rowal, crudo",12,111,2.3,2.0,23.9,6.2
"Remolacha, cruda",0,43,1.61,0.2,9.56,2.8
"pan, huevo",10,287,9.5,6.0,47.8,2.3
Alforfón,19,343,13.25,3.4,71.5,10.0
Aceite de palma,16,884,0.0,100.0,0.0,0.0
"gordo, pato",16,882,0.0,100.0,0.0,0.0
triticale,18,336,13.05,2.1,72.13,0.0
Grano de centeno,19,338,10.34,1.6,75.86,15.1
"Muelle, crudo",0,22,2.0,0.7,3.2,2.9
"col rizada, cruda",0,49,4.28,0.9,8.75,3.6
"Okra, cruda",0,33,1.93,0.2,7.45,3.2
"Taro, crudo",12,112,1.5,0.2,26.46,4.1
"Higos, crudos",0,74,0.75,0.3,19.18,2.9
"Cabra, cruda",13,109,20.6,2.3,0.0,0.0
Melaza,18,290,0.0,0.1,74.73,0.0
Bizcocho hecho con huevos,18,426,10.1,9.7,74.2,2.5
"ñame, crudo",12,118,1.53,0.2,27.88,4.1
"aceite, avena",16,884,0.0,100.0,0.0,0.0
jaleas,18,266,0.15,0.0,69.95,1.0
Ponche de huevo,0,88,4.55,4.2,8.05,0.0
Salsa de tomate,0,101,1.04,0.1,27.4,0.3
tempeh,13,192,20.29,11.0,7.64,0.0
wasabi,10,292,2.23,11.0,46.13,6.1
Miel,18,304,0.3,0.0,82.4,0.2
Nato,14,211,19.4,11.0,12.68,5.4
Okara,0,76,3.52,1.7,12.23,0.0
papá,8,371,25.56,3.3,59.87,18.6
Manteca de cerdo,16,902,0.0,100.0,0.0,0.0
Avena,19,389,16.89,6.9,66.27,10.6
Miso,12,198,12.79,6.0,25.37,5.4
poi,0,112,0.38,0.1,27.23,0.4
"Especias, secas, orégano",17,265,9.0,4.3,68.92,42.5
"Hojas de frijol alado, crudas",0,74,5.85,1.1,14.1,0.0
"Maíz, crudo, blanco, dulce",0,86,3.22,1.2,19.02,2.7
"Harina de trigo, integral",19,340,13.21,2.5,71.97,10.7
"BARRIL DE GALLETAS, ensalada de col",0,175,0.89,13.0,13.01,1.6
"Pescado, crudo, rey, caballa.",13,105,20.28,2.0,0.0,0.0
"Galletas, barquillos de chocolate",6,433,6.6,14.0,72.7,3.4
"Champiñones, crudos, portobella",0,22,2.11,0.4,3.87,1.3
"Pescado, crudo, rayado, salmonete",13,117,19.35,3.8,0.0,0.0
"Huevo, escalfado, cocido, entero",13,143,12.51,9.5,0.71,0.0
"Fideos, chow mein, chinos",6,475,8.11,15.0,72.8,3.7
"Aceite, prensado en frío, linaza",16,884,0.11,100.0,0.0,0.0
"Harina de triticale, integral",19,338,13.18,1.8,73.14,14.6
"Queso, queso añejo, mexicano",1,373,21.44,30.0,4.63,0.0
"Fundido, seco (Nativo de Alaska)",15,386,56.19,18.0,0.0,0.0
"Cordero, asado, cocido, molido",11,283,24.75,20.0,0.0,0.0
"Tofu, seco y congelado (koyadofu)",15,477,52.47,30.0,10.03,7.2
Sándwich de ensalada de ave para untar,14,200,11.64,14.0,7.41,0.0
"Salami, ternera y cerdo, cocido",11,336,21.85,26.0,2.4,0.0
"Harina de arroz, no enriquecida, blanca",18,366,5.95,1.4,80.13,2.4
"Yogur, sin grasa, variedad de fruta.",0,95,4.4,0.2,19.0,0.0
"Alimentos para bebés, vegetales, galletas saladas.",6,477,8.4,20.0,66.85,4.0
"Papillas, fruta, bebé, galleta.",18,435,6.8,13.0,73.7,3.4
"Pollo, crudo, menudencias, capones",13,130,18.28,5.2,1.42,0.0
"Pescado crudo, especies mixtas, huevas.",13,143,22.32,6.4,1.5,0.0
"Pescado, ahumado, chinook, salmón",13,117,18.28,4.3,0.0,0.0
HOUSE FOODS Tofu Premium Firme,13,85,10.92,4.2,0.97,0.9
"Galletas saladas, integrales, queso",2,412,9.62,16.0,57.29,6.4
"Semillas, harina de sésamo alta en grasa.",1,526,30.78,37.0,26.62,0.0
"Pimientos, enlatados, verdes, chili",0,21,0.72,0.3,4.6,1.7
"Huevo, crudo, fresco, entero, codorniz",13,158,13.05,11.0,0.41,0.0
"Calabaza, sin sal, en lata",0,34,1.1,0.3,8.09,2.9
"Paloma, cocida (incluye pichón)",11,213,23.9,13.0,0.0,0.0
"Bebidas, naranja, carbonatadas.",0,48,0.0,0.0,12.3,0.0
"Kéfir, LIFEWAY, natural, bajo en grasas",0,41,3.79,0.9,4.48,0.0
"Caramelos, Candy Bar ALMENDRA JOY",6,479,4.13,27.0,59.51,5.0
"Sustituto de queso, mozzarella",14,248,11.47,12.0,23.67,0.0
"Crustáceos, crudos, reina, cangrejo",13,90,18.5,1.2,0.0,0.0
"Trigo, cocido, KAMUT khorasan",12,132,5.71,0.8,27.6,4.3
"Salsa, lista para servir, hoisin",10,220,3.31,3.4,44.08,2.8
"Salsa, lista para servir, ostra",0,51,1.35,0.3,10.92,0.3
"Fideos, secos, somen, japoneses",2,356,11.35,0.8,74.1,4.3
"Galletas saladas, reducidas en grasa, queso",18,418,10.0,12.0,68.19,3.3
"Galletas, reducidas en grasa, avena.",19,365,4.02,10.0,64.62,16.1
"Arándanos, endulzados, secos",2,308,0.17,1.1,82.8,5.3
"Queso, queso cotija, mexicano",1,366,20.0,30.0,3.97,0.0
Panecillos duros (incluye káiser),10,293,9.9,4.3,52.7,2.3
"Avestruz, cocida, tira interior",7,164,29.37,4.3,0.0,0.0
"SILK Chocolate claro, leche de soja",0,49,2.06,0.6,9.05,0.8
"Caramelos, almendras recubiertas de azúcar",6,474,10.0,18.0,68.26,2.5
"KELLOGG'S, migas de copos de maíz",18,367,7.5,0.4,84.4,1.2
"Queso, queso seco, blanco seco",11,325,24.51,24.0,2.04,0.0
"Pescado, crudo, salvaje, coho, salmón",13,146,21.62,5.9,0.0,0.0
"Remolachas, sólidos escurridos, en lata",0,31,0.91,0.1,7.21,1.8
"Carne de res, reducida en sodio, mortadela",1,310,11.7,28.0,2.0,0.0
"Comidas rápidas, chocolate caliente, helado",10,180,3.57,5.5,30.17,0.0
"Keebler, galletas de avena heladas",6,467,6.5,18.0,69.5,4.1
"Helados, sin grasa, vainilla",0,138,4.48,0.0,30.06,1.0
"Pastel de pavo, plato principal congelado",14,176,6.5,8.8,17.7,1.1
"Mantequilla de maní, reducida en sodio",9,590,24.0,50.0,21.83,6.6
"Aceite, ensalada o cocina, maní.",16,884,0.0,100.0,0.0,0.0
"Pavo, crudo, sólo carne, entero",13,112,22.64,1.9,0.14,0.0
"Siropes, tipo dulce de azúcar, chocolate",18,350,4.6,8.9,62.9,2.8
"Maíz, cocido al vapor (Navajo), blanco",19,386,9.72,5.2,75.2,16.6
"Pescado, crudo, especies mixtas, anguila",13,184,18.44,12.0,0.0,0.0
"Especias, secas, hojas de cilantro.",8,279,21.93,4.8,52.1,10.4
"Popovers, mezcla seca no enriquecida",18,371,10.4,4.3,71.0,0.0
"Hierba de limón (citronela), cruda",0,99,1.82,0.5,25.31,0.0
"Caramelos, con almendras, turrón",18,398,3.33,1.7,92.39,3.3
"Pescado crudo, Atlántico, caballa",11,205,18.6,14.0,0.0,0.0
"Caramelos, REESE'S PIECES Caramelos",6,497,12.46,25.0,59.86,3.0
"Salsa, lista para servir, queso",14,174,6.71,13.0,6.83,0.5
"Fideos, no enriquecidos, secos, huevo",2,384,14.16,4.4,71.27,3.3
"Huevo, revuelto, cocido, entero",14,149,9.99,11.0,1.61,0.0
"Huevo, crudo, fresco, entero, de ganso",13,185,13.87,13.0,1.35,0.0
"Azufaifa, seca, fresca, china",2,281,4.72,0.5,72.52,6.0
"GIRL SCOUTS, Galletas Tréboles",6,498,5.7,23.0,68.0,1.6
"Codorniz, cruda, sólo carne, pechuga",13,123,22.59,3.0,0.0,0.0
"Arándanos, endulzados, secos",2,317,2.5,2.5,80.0,7.5
"McDONALD'S, Salsa De Mostaza Picante",12,190,2.6,7.3,29.08,5.0
"Caramelos, PAYDAY Bar, HERSHEYS",6,490,13.44,25.0,52.88,3.8
Salsa tártara lista para servir,14,211,1.0,17.0,13.3,0.5
Cerdo desmenuzado en salsa barbacoa,14,168,13.19,4.4,18.74,1.2
"Salsa, espesa, blanca, casera",14,186,3.99,14.0,11.61,0.3
"Ternera, asada, cocida, molida",7,172,24.38,7.6,0.0,0.0
"Bisonte, crudo, alimentado con pasto, molido",13,146,20.23,7.2,0.05,0.0
"Pan, bollilo, mexicano, rollo",10,318,10.65,5.8,55.77,2.2
"McDONALD'S, McNUGGETS De Pollo",14,302,15.79,20.0,15.09,0.0
"Grosellas, crudas, negras europeas.",0,63,1.4,0.4,15.38,0.0
"Piña, todas las variedades, cruda",0,50,0.54,0.1,13.12,1.4
"Pescado, crudo, Atlántico, pez lobo",13,96,17.5,2.4,0.0,0.0
"Cereales listos para comer, FAMILIA",2,388,9.5,6.3,73.8,8.5
"Agentes leudantes, bicarbonato de sodio.",0,0,0.0,0.0,0.0,0.0
"Espárragos, sin preparar, congelados",0,24,3.23,0.2,4.1,1.9
"muffins ingleses, integrales",12,203,8.8,2.1,40.4,6.7
"Helados, light, chocolate.",14,187,5.0,7.2,25.7,0.8
"Galletas saladas, trigo, tostadas melba",2,374,12.9,2.3,76.4,7.4
"Galletas saladas, simples, tostadas melba",2,390,12.1,3.2,76.6,6.3
"Galletas saladas, obleas, centeno",5,334,9.6,0.9,80.4,22.9
"Manzanas, con piel, gala, crudas",0,57,0.25,0.1,13.68,2.3
"Pescado, calor seco, cocido, maruca",13,111,24.35,0.8,0.0,0.0
"Pescado, calor seco, cocido, nabo",13,112,24.35,0.9,0.0,0.0
"Crema de maní, reducida en azúcar",9,650,24.8,55.0,14.23,7.8
"Beerwurst, cerdo, salami a la cerveza",11,238,14.24,19.0,2.06,0.0
"Papillas, junior, ternera, carne",13,81,12.03,2.5,2.43,0.0
"Pimientos salteados, rojos, dulces",0,133,1.04,13.0,6.57,1.8
"Helecho arborescente, con sal, cocido",0,40,0.29,0.1,10.78,3.7
"Faisán, carne y piel, crudo",13,181,22.7,9.3,0.0,0.0
"Aceite, ensalada o cocina, oliva.",16,884,0.0,100.0,0.0,0.0
"Calabaza, cruda, hubbard, de invierno",0,40,2.0,0.5,8.7,3.9
"Rambután, en almíbar, enlatado",0,82,0.65,0.2,20.87,0.9
"Pescado crudo, Atlántico, arenque",13,158,17.96,9.0,0.0,0.0
"Bolonia, ternera, cerdo, pollo.",1,272,11.33,23.0,5.61,0.0
"DENNY'S, camarones dorados fritos",14,319,13.88,20.0,20.93,1.5
"McDONALD'S, helado de chocolate caliente",10,186,4.14,5.9,30.05,0.4
"Pescado, crudo, español, caballa.",13,139,19.29,6.3,0.0,0.0
"PEPPERIDGE FARM, pan blanco",10,280,0.01,5.1,50.2,1.6
"Galletas saladas, bajas en sodio, queso.",6,503,10.1,25.0,58.2,2.4
"Producto del USDA, enlatado, carne de cerdo",13,196,19.4,13.0,0.59,0.0
Mezcla de jugo de naranja y piña,0,51,0.41,0.1,12.2,0.2
"Bebidas, sidra dura, ÁMBAR",0,56,0.0,0.0,5.92,0.0
"Alimentos para bebés, jugo de manzana y plátano.",0,51,0.2,0.1,12.3,0.2
"Especias, molidas, semillas de mostaza.",9,508,26.08,36.0,28.09,12.2
"EN LA FRONTERA, frijoles refritos",12,144,7.3,5.0,17.52,8.2
"Harina de maíz, blanca, integral",2,362,8.12,3.6,76.89,7.3
"Pavo molido, crudo, sin grasa",13,112,23.57,2.0,0.0,0.0
"Kanpyo, (tiras de calabaza seca)",19,258,8.58,0.6,65.03,9.8
"Panqueques, reducidos en grasa, simples",10,269,5.71,1.9,57.32,1.0
"Pan Tenis, sencillo (Apache)",10,258,9.0,1.1,53.26,2.6
"Producto del USDA, enlatado, carne de res",11,246,20.52,18.0,0.0,0.0
"Berberechos, crudos (Nativos de Alaska)",13,79,13.5,0.7,4.7,0.0
"Yogur, bajo en grasa, natural, griego",0,73,9.95,1.9,3.94,0.0
"Manzanas, con piel, fuji, crudas",0,63,0.2,0.2,15.22,2.1
"Queso, bajo en sodio, parmesano.",11,451,41.6,30.0,3.7,0.0
"Pimientos, enlatados, encurtidos picantes",0,22,0.8,0.4,4.56,2.6
"McDONALD'S, Hotcakes (simples)",10,228,6.0,5.8,38.27,1.4
"Lechuga, cruda, cos o romana",0,17,1.23,0.3,3.29,2.1
"MURRAY, JACKS Obleas de vainilla",18,438,4.8,12.0,78.1,1.1
"Fideos, secos, soba, japoneses",18,336,14.38,0.7,74.62,0.0
"Bebidas en polvo, Mezcla de cacao",18,398,6.67,4.0,83.73,3.7
"Carne de caza, cruda, molida, ciervo",13,157,21.78,7.1,0.0,0.0
"Cobertura de postre, presurizada",14,264,0.98,22.0,16.07,0.0
"Queso, bajo en grasa, cheddar",11,309,27.35,20.0,4.06,0.0
"Nata, para batir ligeramente, líquida",1,292,2.17,31.0,2.96,0.0
"Nata, batida espesa, líquida",1,340,2.84,36.0,2.74,0.0
"Piñones, tostados (Navajo)",17,541,7.41,34.0,51.06,43.4
"Habas polilla, semillas crudas y maduras",18,343,22.94,1.6,61.52,0.0
"Pan, tostado, pan integral de centeno",2,275,9.5,3.4,52.2,7.1
"Pan, enriquecido, blanco, pita",10,275,9.1,1.2,55.7,2.2
"Carne de res, cruda, molida, alimentada con pasto",13,198,19.42,13.0,0.0,0.0
"Muffins, mezcla seca, salvado de trigo",18,396,7.1,12.0,73.0,0.0
"Caramelos, chocolate semidulce",6,480,4.2,30.0,63.9,5.9
"Salsa, seca, mezcla de salsa de queso",6,438,7.68,18.0,60.52,1.0
